	xKooFuss_d	yKooFuss_d	Formcode	Ra_Di_cm	Breit_cm	Objekt	Kopf_LV95_	Kopf_LV951	Fuss_LV95_	Fuss_LV951	AnzJR_Best	Mark_Best	WK_Best	Splint_Bes	Art_Best	DcEign	DmRek	mindDM	LabNr	Dat	Gte	DG	x	y
13259.00000000000	527.83	126.82	8.00	3.50	0.00	P			2683725.74	1246671.25	14.00	m	4	0.00	5	4	0.00						2683725.74	1246671.25
15943.00000000000	502.72	139.44	8.00	4.00	0.00	P			2683697.64	1246671.25	11.00	m	4	0.00	7	4	0.00						2683697.64	1246671.25
17657.00000000000	506.60	140.43	8.00	4.00	0.00	P			2683700.67	1246673.87	15.00	m	4	0.00	6	4	0.00						2683700.67	1246673.87
28256.00000000000	461.00	163.35	8.00	3.50	0.00	P			2683649.63	1246673.87	34.00	m	4	0.00	9	3	0.00						2683649.63	1246673.87
28284.00000000000	459.04	161.41	8.00	2.50	0.00	P			2683648.75	1246671.26	14.00	m	3	0.00	9	4	0.00						2683648.75	1246671.26
11486.00000000000	494.99	170.06	8.00	3.50	0.00	P			2683676.98	1246695.14	11.00	m	3	1.00	1	4	0.00						2683676.98	1246695.14
10038.00000000000	507.10	163.98	8.00	3.00	0.00	P			2683690.53	1246695.14	11.00	m	4	0.00	5	4	0.00						2683690.53	1246695.14
8467.00000000000	480.15	177.53	8.00	5.50	0.00	P			2683660.37	1246695.15	14.00	m	4	0.00	7	4	0.00						2683660.37	1246695.15
2696.00000000000	495.69	145.92	8.00	3.50	0.00	P			2683688.45	1246673.88	11.00	m	3	0.00	7	4	0.00						2683688.45	1246673.88
21691.00000000000	517.60	134.09	8.00	4.00	0.00	P			2683713.34	1246673.15	16.00	m	4	0.00	5	4	0.00						2683713.34	1246673.15
12939.00000000000	521.16	162.76	8.00	3.00	0.00	P			2683703.64	1246700.37	17.00	m	4	0.00	9	4	0.00						2683703.65	1246700.36
12862.00000000000	520.21	157.43	8.00	3.50	0.00	P			2683705.18	1246695.17	12.00	m	4	0.00	7	4	0.00						2683705.19	1246695.17
26860.00000000000	490.52	178.16	8.00	3.50	0.00	P			2683669.35	1246700.37	13.00	m	3	1.00	1	4	0.00						2683669.35	1246700.37
26172.00000000000	478.31	178.51	8.00	4.00	0.00	P			2683658.29	1246695.20	18.00	m	3	0.00	6	4	0.00						2683658.29	1246695.20
8313.00000000000	483.38	175.97	8.00	4.00	0.00	P			2683663.96	1246695.20	17.00	m	4	1.00	1	4	0.00						2683663.96	1246695.20
17985.00000000000	510.65	147.66	8.00	1.00	0.00	P			2683701.03	1246682.16	6.00	m	4	0.00	5	4	0.00						2683701.03	1246682.16
12519.00000000000	500.00	170.07	8.00	3.00	0.00	P			2683681.45	1246697.39	16.00	m	4	0.00	11	4	0.00						2683681.45	1246697.39
18274.00000000000	480.47	162.84	8.00	4.00	0.00	P			2683667.26	1246682.16	12.00	m	3	0.00	11	4	0.00						2683667.25	1246682.16
7110.00000000000	509.87	169.09	8.00	3.00	0.00	P			2683690.71	1246700.95	9.00	m	4	0.00	16	4	0.00						2683690.71	1246700.95
8854.00000000000	487.21	174.06	8.00	3.00	0.00	P			2683668.24	1246695.22	11.00	m	4	0.00	3	4	0.00						2683668.24	1246695.22
28000.00000000000	451.74	168.05	8.00	2.00	0.00	P			2683639.24	1246673.91	8.00	m	4	0.00	4	4	0.00						2683639.24	1246673.91
10271.00000000000	505.56	164.84	8.00	3.00	0.00	P			2683688.77	1246695.22	11.00	m	3	0.00	7	4	0.00						2683688.77	1246695.22
11427.00000000000	495.38	169.96	8.00	7.50	0.00	P			2683677.37	1246695.22	31.00	m	3	0.00	7	4	0.00						2683677.37	1246695.22
10330.00000000000	502.54	166.37	8.00	2.50	0.00	P			2683685.38	1246695.23	13.00	m	3	0.00	9	4	0.00						2683685.38	1246695.23
13107.00000000000	490.13	172.61	8.00	6.00	0.00	P			2683671.49	1246695.23	17.00	m	5	1.00	1	4	0.00						2683671.49	1246695.23
22183.00000000000	472.37	166.93	8.00	2.50	0.00	P			2683658.17	1246682.18	15.00	m	3	0.00	5	4	0.00						2683658.17	1246682.18
11306.00000000000	501.56	166.86	8.00	4.50	0.00	P			2683684.28	1246695.23	15.00	m	1	1.00	1	4	0.00						2683684.28	1246695.23
16884.00000000000	484.00	151.85	8.00	2.00	0.00	P			2683675.34	1246673.93	12.00	m	4	0.00	5	4	0.00						2683675.34	1246673.93
13100.00000000000	490.54	172.40	8.00	3.00	0.00	P			2683671.95	1246695.23	13.00	m	1	0.00	7	4	0.00						2683671.96	1246695.23
17219.00000000000	534.20	126.61	8.00	3.50	0.00	P			2683731.53	1246673.93	15.00	m	3	1.00	1	4	0.00						2683731.53	1246673.93
10246.00000000000	506.16	164.56	8.00	5.00	0.00	P			2683689.43	1246695.24	14.00	2m	4	0.00	9	4	0.00						2683689.43	1246695.24
10308.00000000000	503.88	165.71	8.00	3.50	0.00	P			2683686.88	1246695.24	16.00	m	4	0.00	9	4	0.00						2683686.88	1246695.24
20574.00000000000	511.72	150.87	8.00	3.50	0.00	P			2683700.55	1246685.51	7.00	m	4	0.00	7	4	0.00						2683700.55	1246685.51
21074.00000000000	475.16	155.50	8.00	3.50	0.00	P			2683665.80	1246673.22	12.00	m	3	1.00	1	4	0.00						2683665.80	1246673.22
8839.00000000000	487.11	174.14	8.00	3.00	0.00	P			2683668.11	1246695.24	9.00	m	3	1.00	1	4	0.00						2683668.11	1246695.24
23425.00000000000	491.91	136.74	8.00	3.00	0.00	P			2683689.20	1246663.98	14.00	m	4	0.00	4	4	0.00						2683689.20	1246663.98
27171.00000000000	473.04	154.44	8.00	2.00	0.00	P			2683664.39	1246671.32	8.00	m	4	0.00	1	4	0.00						2683664.39	1246671.32
4029.00000000000	489.06	149.32	8.00	2.50	0.00	P			2683681.00	1246673.94	18.00	m	4	0.00	5	4	0.00						2683681.00	1246673.94
9736.00000000000	499.26	141.26	8.00	4.50	0.00	P			2683693.73	1246671.33	16.00	m	3	1.00	1	4	0.00						2683693.73	1246671.33
13188.00000000000	517.85	123.71	8.00	4.00	0.00	P			2683718.22	1246663.99	17.00	m	5	0.00	5	4	0.00						2683718.22	1246663.99
21276.00000000000	486.19	150.76	8.00	4.00	0.00	P			2683677.79	1246673.94	21.00	m	4	1.00	1	4	0.00		658257	0	u		2683677.79	1246673.94
9693.00000000000	499.13	144.26	8.00	2.50	0.00	P			2683692.27	1246673.94	36.00	m	3	0.00	6	3	0.00						2683692.27	1246673.94
11487.00000000000	495.21	170.09	8.00	4.50	0.00	P			2683677.16	1246695.26	35.00	m	4	0.00	11	3	0.00						2683677.16	1246695.26
11429.00000000000	495.52	169.94	8.00	4.00	0.00	P			2683677.51	1246695.26	11.00	m	3	1.00	1	4	0.00						2683677.51	1246695.26
21238.00000000000	480.69	150.62	8.00	3.50	0.00	P			2683672.93	1246671.34	21.00	m	4	0.00	9	4	0.00						2683672.93	1246671.34
11388.00000000000	500.01	167.69	8.00	3.00	0.00	P			2683682.53	1246695.27	9.00	m	4	0.00	16	4	0.00						2683682.53	1246695.27
11788.00000000000	500.46	140.68	8.00	4.50	0.00	P			2683695.07	1246671.34	14.00	m	3	0.00	7	4	0.00						2683695.07	1246671.34
13058.00000000000	491.50	171.97	8.00	1.50	0.00	P			2683673.00	1246695.27	13.00	m	4	0.00	9	4	0.00						2683673.00	1246695.27
8591.00000000000	498.86	174.11	8.00	4.50	0.00	P			2683678.62	1246700.49	10.00	m	4	0.00	7	4	0.00						2683678.62	1246700.49
6797.00000000000	516.12	159.60	8.00	2.00	0.00	P			2683700.56	1246695.28	13.00	m	4	0.00	6	4	0.00						2683700.56	1246695.28
7887.00000000000	510.66	162.36	8.00	5.00	0.00	P			2683694.44	1246695.29	10.00	m	3	1.00	1	4	0.00						2683694.44	1246695.29
8594.00000000000	497.81	174.65	8.00	4.00	0.00	P			2683677.44	1246700.50	13.00	m	4	0.00	16	4	0.00						2683677.44	1246700.50
8284.00000000000	482.77	176.38	8.00	2.50	0.00	P			2683663.22	1246695.30	12.00	m	1?	0.00	11	4	0.00						2683663.22	1246695.30
3397.00000000000	504.90	157.85	8.00	4.00	0.00	P			2683691.32	1246688.67	12.00	m	1	0.00	11	4	0.00						2683691.32	1246688.67
27885.00000000000	453.46	170.00	8.00	2.00	0.00	P			2683639.90	1246676.43	5.00	m	3	0.00	7	4	0.00						2683639.90	1246676.43
28238.00000000000	456.86	162.61	8.00	4.00	0.00	P			2683646.25	1246671.35	18.00	m	4	0.00	6	4	0.00						2683646.25	1246671.35
7733.00000000000	515.54	165.75	8.00	2.50	0.00	P			2683697.27	1246700.52	13.00	m	4	0.00	16	4	0.00						2683697.27	1246700.52
8853.00000000000	487.45	174.06	8.00	2.00	0.00	P			2683668.45	1246695.32	13.00		3	1.00	1	4	14.00						2683668.45	1246695.32
12942.00000000000	519.99	162.66	8.00	2.00	0.00	P			2683702.64	1246699.75	11.00	m	3	0.00	9	4	0.00						2683702.64	1246699.75
1478.00000000000	503.46	153.29	8.00	4.00	0.00	P			2683692.08	1246683.96	14.00	m	4	1.00	1	4	0.00						2683692.08	1246683.96
11364.00000000000	500.02	167.76	8.00	3.00	0.00	P			2683682.51	1246695.34	11.00	m	1	0.00	16	4	0.00						2683682.51	1246695.34
10159.00000000000	504.24	141.73	8.00	4.00	0.00	P			2683697.97	1246673.98	15.00	m	4	1.00	1	4	0.00						2683697.97	1246673.98
6402.00000000000	503.35	177.26	8.00	4.00	0.00	P			2683681.22	1246705.32	8.00	m	3	0.00	7	4	0.00						2683681.22	1246705.32
9962.00000000000	501.41	143.15	8.00	3.00	0.00	P			2683694.80	1246673.98	15.00	m	4	0.00	5	4	0.00						2683694.81	1246673.98
13008.00000000000	493.48	171.06	8.00	3.50	0.00	P			2683675.19	1246695.35	12.00	m	3	0.00	7	4	0.00						2683675.19	1246695.35
24891.00000000000	480.18	153.84	8.00	3.00	0.00	P			2683671.04	1246673.99	8.00	m	4	0.00	4	4	0.00						2683671.04	1246673.99
28223.00000000000	459.20	164.38	8.00	3.50	0.00	P			2683647.56	1246673.99	12.00	m	4	0.00	4	4	0.00						2683647.56	1246673.99
10268.00000000000	505.34	165.11	8.00	4.00	0.00	P			2683688.45	1246695.36	11.00	m	1?	0.00	7	4	0.00						2683688.45	1246695.36
11307.00000000000	501.77	166.91	8.00	3.50	0.00	P			2683684.45	1246695.37	22.00	m	4	0.00	5	4	0.00						2683684.45	1246695.37
18082.00000000000	476.73	161.37	8.00	2.50	0.00	P			2683664.57	1246679.17	11.00	m	3	0.00	5	4	0.00						2683664.57	1246679.17
1895.00000000000	487.70	150.81	8.00	4.00	0.00	P			2683679.11	1246674.66	34.00	m	4	0.00	6	3	0.00						2683679.12	1246674.66
8802.00000000000	486.10	174.81	8.00	4.00	0.00	P			2683666.90	1246695.38	12.00	m	4	0.00	4	4	0.00						2683666.90	1246695.38
5664.00000000000	495.66	150.05	8.00	4.00	0.00	P	2683686.567	1246677.5578	2683686.57	1246677.56	27.00	m		0.00	6	4	0.00						2683686.57	1246677.56
6314.00000000000	481.73	177.01	8.00	4.00	0.00	P	2683662.0119	1246695.3889	2683662.01	1246695.39	15.00	m	4	1.00	1	4	0.00						2683662.01	1246695.39
10058.00000000000	510.58	155.03	8.00	4.00	0.00	P			2683697.66	1246688.71	18.00	m	4	0.00	18	4	0.00						2683697.66	1246688.71
2807.00000000000	496.90	145.45	8.00	3.00	0.00	P			2683689.74	1246674.00	13.00	m	4	0.00	5	4	0.00						2683689.75	1246674.00
21094.00000000000	475.21	153.43	8.00	3.50	0.00	P			2683666.78	1246671.39	13.00	m	3	0.00	4	4	0.00						2683666.78	1246671.39
1755.00000000000	488.68	152.81	8.00	2.50	0.00	P			2683679.09	1246676.89	9.00	m	4	0.00	1	4	0.00						2683679.10	1246676.89
9975.00000000000	501.93	146.15	8.00	2.50	0.00	P			2683693.92	1246676.89	12.00	m	3	0.00	1	4	0.00						2683693.92	1246676.89
27042.00000000000	501.98	178.11	8.00	3.00	0.00	P			2683679.61	1246705.46	15.00	m	4	0.00	5	4	0.00						2683679.61	1246705.47
22734.00000000000	476.63	158.81	8.00	6.00	0.00	P			2683665.63	1246676.84	38.00	m	4	0.00	11	3	0.00						2683665.63	1246676.84
10332.00000000000	502.17	166.75	8.00	4.00	0.00	P			2683684.88	1246695.41	27.00	m	4	0.00	9	4	0.00						2683684.88	1246695.41
1914.00000000000	487.05	150.41	8.00	3.50	0.00	P			2683678.71	1246674.01	11.00	m	4	0.00	4	4	0.00						2683678.71	1246674.01
25115.00000000000	470.87	161.77	8.00	2.50	0.00	P			2683659.15	1246676.90	11.00	m	4	0.00	5	4	0.00						2683659.15	1246676.90
11401.00000000000	501.57	167.06	8.00	1.00	0.00	P			2683684.21	1246695.41	10.00	m	4	0.00	9	4	0.00						2683684.21	1246695.41
17183.00000000000	533.50	126.27	8.00	2.50	0.00	P			2683731.06	1246673.31	16.00	m	4	0.00	9	4	0.00						2683731.06	1246673.31
1907.00000000000	487.04	151.16	8.00	3.00	0.00	P			2683678.37	1246674.68	7.00	m	4	0.00	16	4	0.00						2683678.37	1246674.68
421.00000000000	492.12	147.88	8.00	2.50	0.00	P	2683684.3788	1246674.029	2683684.38	1246674.03	11.00	m	4	0.00	7	4	0.00						2683684.38	1246674.03
21462.00000000000	486.66	147.71	8.00	3.00	0.00	P			2683679.58	1246671.42	9.00	m	4	0.00	3	4	0.00						2683679.58	1246671.42
4491.00000000000	498.31	141.85	8.00	4.00	0.00	P			2683692.62	1246671.42	17.00	m	1	0.00	4	4	0.00						2683692.62	1246671.42
12945.00000000000	520.41	162.55	8.00	1.50	0.00	P			2683703.07	1246699.85	7.00	m	3	0.00	9	4	0.00						2683703.07	1246699.85
21708.00000000000	516.98	132.47	8.00	4.50	0.00	P			2683713.51	1246671.43	15.00	m	4	0.00	5	4	0.00						2683713.51	1246671.43
16556.00000000000	477.47	164.54	8.00	2.50	0.00	P			2683663.80	1246682.34	22.00	m	4	0.00	6	4	0.00						2683663.80	1246682.34
8464.00000000000	480.55	177.66	8.00	3.00	0.00	P			2683660.66	1246695.44	8.00	m	4	0.00	6	4	0.00						2683660.66	1246695.44
10267.00000000000	505.09	165.33	8.00	3.00	0.00	P			2683688.13	1246695.44	10.00	m	4	0.00	5	4	0.00						2683688.13	1246695.45
22486.00000000000	469.40	160.05	8.00	5.00	0.00	P			2683658.61	1246674.70	12.00	m	3	1.00	1	4	0.00						2683658.61	1246674.70
12799.00000000000	499.22	168.28	8.00	4.50	0.00	P			2683681.56	1246695.45	13.00	m	3	1.00	1	4	0.00						2683681.56	1246695.45
8275.00000000000	482.24	176.82	8.00	4.00	0.00	P			2683662.55	1246695.45	9.00	m	3	0.00	7	4	0.00						2683662.55	1246695.45
13754.00000000000	506.70	142.87	8.00	4.50	0.00	P			2683699.65	1246676.10	10.00	m	4	0.00	5	4	0.00						2683699.65	1246676.10
13178.00000000000	519.00	123.27	8.00	4.00	0.00	P			2683719.45	1246664.11	20.00	m	1	0.00	18	4	0.00						2683719.45	1246664.11
22924.00000000000	514.78	136.51	8.00	4.00	0.00	P			2683709.74	1246674.05	15.00	m	4	0.00	11	4	0.00						2683709.73	1246674.05
559.00000000000	492.73	144.67	8.00	2.50	0.00	P	2683686.3702	1246671.359	2683686.37	1246671.44	13.00	m		0.00	5	4	0.00						2683686.37	1246671.44
26468.00000000000	470.51	158.77	8.00	4.00	0.00	P			2683660.18	1246674.05	12.00	m		1.00	1	4	0.00						2683660.18	1246674.05
25161.00000000000	470.91	160.87	8.00	1.50	0.00	P			2683659.59	1246676.11	11.00	m	4	0.00	5	4	0.00						2683659.59	1246676.11
8304.00000000000	484.38	175.77	8.00	4.00	0.00	P			2683664.94	1246695.47	13.00	m	3	1.00	1	4	0.00						2683664.94	1246695.47
7843.00000000000	510.58	165.02	8.00	2.50	0.00	P			2683693.17	1246697.64	15.00	m	4	0.00	5	4	0.00						2683693.17	1246697.64
8803.00000000000	486.27	174.83	8.00	5.50	0.00	P			2683667.05	1246695.48	13.00	m	4	0.00	16	4	0.00						2683667.05	1246695.48
473.00000000000	490.02	148.97	8.00	3.00	0.00	P			2683682.02	1246674.06	17.00	m	4	0.00	9	4	0.00						2683682.02	1246674.06
1499.00000000000	503.18	157.73	8.00	4.50	0.00	P			2683689.84	1246687.80	22.00	m	4	0.00	18	4	0.00						2683689.84	1246687.80
27170.00000000000	473.09	154.56	8.00	4.00	0.00	P			2683664.38	1246671.45	13.00	m	3	1.00	1	4	0.00						2683664.38	1246671.45
27163.00000000000	473.57	154.32	8.00	3.50	0.00	P			2683664.91	1246671.45	12.00	m	3	0.00	5	4	0.00						2683664.91	1246671.45
26170.00000000000	478.30	178.85	8.00	4.00	0.00	P			2683658.12	1246695.50	13.00	m	4	0.00	16	4	0.00						2683658.12	1246695.50
11779.00000000000	501.45	140.30	8.00	3.50	0.00	P			2683696.12	1246671.45	10.00	m	4	0.00	7	4	0.00						2683696.12	1246671.45
11415.00000000000	494.30	170.81	8.00	3.00	0.00	P			2683676.02	1246695.50	13.00	m	3	0.00	6	4	0.00						2683676.02	1246695.50
10309.00000000000	504.09	165.89	8.00	4.00	0.00	P			2683686.99	1246695.50	8.00	m	4	0.00	7	4	0.00						2683686.99	1246695.50
28285.00000000000	459.26	161.53	8.00	1.50	0.00	P			2683648.89	1246671.47	4.00	m	3	0.00	9	4	0.00						2683648.89	1246671.47
21699.00000000000	516.55	132.73	8.00	5.50	0.00	P			2683713.01	1246671.47	22.00	m	3	0.00	4	4	0.00						2683713.01	1246671.47
13005.00000000000	492.68	171.65	8.00	4.00	0.00	P			2683674.21	1246695.52	12.00	m	3	0.00	4	4	0.00						2683674.21	1246695.52
8274.00000000000	482.06	176.99	8.00	4.50	0.00	P			2683662.31	1246695.52	13.00	m	4	1.00	1	4	0.00						2683662.31	1246695.52
15841.00000000000	508.19	136.94	8.00	4.50	0.00	P			2683703.65	1246671.47	30.00	m	3	1.00	1	3	0.00						2683703.65	1246671.47
11386.00000000000	501.01	167.48	8.00	2.50	0.00	P			2683683.52	1246695.53	16.00	m	3	0.00	1	4	0.00						2683683.52	1246695.53
7718.00000000000	516.30	164.79	8.00	2.00	0.00	P			2683698.39	1246700.00	12.00	m	4	0.00	5	4	0.00						2683698.39	1246700.00
10348.00000000000	503.26	166.35	8.00	4.50	0.00	P			2683686.03	1246695.54	10.00	m	4	0.00	7	4	0.00						2683686.04	1246695.53
8440.00000000000	485.85	175.10	8.00	5.00	0.00	P			2683666.55	1246695.54	14.00	m	4	1.00	1	4	0.00						2683666.55	1246695.54
10239.00000000000	507.13	164.42	8.00	3.50	0.00	P			2683690.36	1246695.55	31.00	m	5	0.00	6	4	0.00						2683690.37	1246695.55
10248.00000000000	505.90	165.04	8.00	3.50	0.00	P			2683688.98	1246695.55	16.00	m	4	1.00	1	4	0.00						2683688.98	1246695.55
10253.00000000000	506.47	164.76	8.00	3.00	0.00	P			2683689.62	1246695.56	9.00	m	4	0.00	3	4	0.00						2683689.62	1246695.56
10742.00000000000	488.62	173.74	8.00	4.00	0.00	P			2683669.63	1246695.56	7.00	m	3	0.00	7	4	0.00						2683669.63	1246695.56
10377.00000000000	502.72	169.10	8.00	3.00	0.00	P			2683684.31	1246697.75	8.00	m	4	0.00	16	4	0.00						2683684.31	1246697.75
2589.00000000000	494.80	145.79	8.00	3.50	0.00	P			2683687.71	1246673.37	10.00	m	3	0.00	6	4	0.00						2683687.71	1246673.37
11484.00000000000	495.15	170.46	8.00	3.50	0.00	P			2683676.95	1246695.57	10.00	m	4	0.00	3	4	0.00						2683676.95	1246695.57
12918.00000000000	519.00	131.52	8.00	3.50	0.00	P			2683715.74	1246671.49	17.00	m	4	1.00	1	4	0.00						2683715.75	1246671.49
18125.00000000000	482.99	161.89	8.00	4.00	0.00	P			2683669.93	1246682.45	12.00	m	4	0.00	5	4	0.00						2683669.93	1246682.45
11375.00000000000	500.29	167.89	8.00	3.00	0.00	P			2683682.69	1246695.58	10.00	m	4	0.00	16	4	0.00						2683682.69	1246695.58
13039.00000000000	493.94	171.09	8.00	2.50	0.00	P			2683675.58	1246695.58	11.00	m	5	0.00	3	4	0.00						2683675.58	1246695.58
10293.00000000000	504.44	165.82	8.00	3.50	0.00	P			2683687.33	1246695.59	11.00	m	4	0.00	4	4	0.00						2683687.33	1246695.59
10506.00000000000	489.83	173.16	8.00	3.00	0.00	P			2683670.98	1246695.59	20.00	m	4	0.00	5	4	0.00						2683670.98	1246695.59
25199.00000000000	467.71	160.25	8.00	5.50	0.00	P			2683657.01	1246674.12	23.00	m	4	0.00	7	4	0.00						2683657.01	1246674.12
6857.00000000000	515.77	160.13	8.00	3.00	0.00	P			2683700.00	1246695.60	15.00	m	3	0.00	6	4	0.00						2683700.00	1246695.60
27894.00000000000	454.87	169.04	8.00	5.00	0.00	P			2683641.59	1246676.21	14.00	m	4	0.00	4	4	0.00						2683641.59	1246676.21
8732.00000000000	481.52	177.36	8.00	3.50	0.00	P			2683661.67	1246695.61	13.00	m		0.00	4	4	0.00						2683661.67	1246695.61
26180.00000000000	480.19	178.04	8.00	3.00	0.00	P			2683660.17	1246695.61	14.00	m	3	1.00	1	4	0.00						2683660.17	1246695.61
7883.00000000000	511.66	162.22	8.00	2.00	0.00	P			2683695.40	1246695.62	15.00	m	4	0.00	9	4	0.00						2683695.40	1246695.61
16307.00000000000	511.40	115.90	8.00	4.00	0.00	P			2683715.97	1246654.12	10.00	m	3	0.00	7	4	0.00						2683715.97	1246654.12
10612.00000000000	477.99	173.64	8.00	2.00	0.00	P			2683660.18	1246690.70	7.00	m	4	0.00	1	4	0.00						2683660.18	1246690.70
9709.00000000000	500.86	143.60	8.00	3.00	0.00	P			2683694.11	1246674.13	9.00	m	4	0.00	16	4	0.00						2683694.11	1246674.13
5491.00000000000	498.78	145.39	8.00	1.50	0.00	P			2683691.45	1246674.80	11.00	m	3	0.00	9	4	0.00						2683691.45	1246674.80
10310.00000000000	504.15	166.03	8.00	3.00	0.00	P			2683686.98	1246695.65	17.00	m	4	0.00	3	4	0.00						2683686.98	1246695.65
17162.00000000000	531.13	128.39	8.00	2.50	0.00	P			2683727.99	1246674.14	11.00	m	4	0.00	3	4	0.00						2683727.99	1246674.14
22326.00000000000	471.50	162.36	8.00	3.00	0.00	P			2683659.45	1246677.70	6.00	m	3	0.00	6	4	0.00						2683659.45	1246677.71
11416.00000000000	494.68	170.80	8.00	5.00	0.00	P			2683676.37	1246695.66	12.00	m	3	0.00	4	4	0.00						2683676.37	1246695.66
17973.00000000000	510.55	148.09	8.00	1.50	0.00	P			2683700.75	1246682.49	7.00	m	5	0.00	5	4	0.00						2683700.75	1246682.49
27980.00000000000	454.64	166.86	8.00	2.00	0.00	P			2683642.37	1246674.15	13.00	m	3	0.00	7	4	0.00						2683642.37	1246674.15
8987.00000000000	489.93	173.20	8.00	3.00	0.00	P			2683671.05	1246695.66	14.00	m	3	0.00	6	4	0.00						2683671.05	1246695.66
8444.00000000000	486.32	175.01	8.00	4.50	0.00	P			2683667.01	1246695.66	15.00	m	3	0.00	16	4	0.00						2683667.01	1246695.66
8129.00000000000	503.17	171.55	8.00	4.00	0.00	P			2683683.62	1246700.14	11.00	m	2?	1.00	1	4	0.00						2683683.62	1246700.14
28251.00000000000	460.76	163.79	8.00	1.50	0.00	P			2683649.21	1246674.16	6.00	m	4	0.00	5	4	0.00						2683649.21	1246674.16
11418.00000000000	495.04	170.63	8.00	2.50	0.00	P			2683676.77	1246695.67	16.00	m	3	0.00	11	4	0.00						2683676.77	1246695.67
13038.00000000000	493.71	171.30	8.00	3.50	0.00	P			2683675.28	1246695.67	13.00	m	1	0.00	3	4	0.00						2683675.29	1246695.67
16991.00000000000	473.11	157.58	8.00	4.50	0.00	P			2683663.04	1246674.16	13.00	m	4	0.00	7	4	0.00						2683663.04	1246674.16
2772.00000000000	495.97	143.16	8.00	3.00	0.00	P			2683689.94	1246671.54	13.00	m	4	0.00	5	4	0.00						2683689.94	1246671.54
21060.00000000000	482.67	152.78	8.00	3.00	0.00	P			2683673.74	1246674.17	13.00	m	4	0.00	5	4	0.00						2683673.74	1246674.17
12741.00000000000	500.02	168.14	8.00	2.50	0.00	P			2683682.33	1246695.68	17.00	m	4	1.00	1	4	0.00						2683682.33	1246695.68
24877.00000000000	481.55	153.35	8.00	4.00	0.00	P			2683672.48	1246674.17	16.00	m	3	1.00	1	4	0.00						2683672.48	1246674.17
8104.00000000000	502.28	172.96	8.00	3.00	0.00	P			2683682.19	1246701.00	14.00	m	3	0.00	16	4	0.00						2683682.19	1246701.00
26745.00000000000	470.64	162.85	8.00	1.50	0.00	P			2683658.46	1246677.76	10.00	m	5	0.00	9	4	0.00						2683658.46	1246677.76
13242.00000000000	529.14	126.50	8.00	3.50	0.00	P			2683727.06	1246671.56	19.00	m	3	0.00	11	4	0.00						2683727.06	1246671.56
10252.00000000000	506.40	164.95	8.00	5.00	0.00	P			2683689.47	1246695.69	19.00	m	4	0.00	7	4	0.00						2683689.47	1246695.69
8438.00000000000	485.19	175.61	8.00	5.00	0.00	P			2683665.73	1246695.69	17.00	m	3	1.00	1	4	0.00						2683665.73	1246695.69
22303.00000000000	471.56	164.25	8.00	2.50	0.00	P			2683658.65	1246679.41	11.00	m	3	1.00	1	4	0.00						2683658.65	1246679.42
17939.00000000000	510.32	148.25	8.00	1.50	0.00	P			2683700.47	1246682.53	8.00	m	4	0.00	5	4	0.00						2683700.47	1246682.53
10743.00000000000	488.71	173.85	8.00	2.00	0.00	P			2683669.67	1246695.70	12.00	m	3	0.00	6	4	0.00						2683669.67	1246695.70
12762.00000000000	497.85	169.26	8.00	4.00	0.00	P			2683679.90	1246695.71	27.00	m	3	1.00	1	4	0.00						2683679.90	1246695.71
27964.00000000000	454.19	167.12	8.00	3.00	0.00	P			2683641.85	1246674.18	19.00	m	3	0.00	7	4	0.00						2683641.85	1246674.18
27892.00000000000	454.84	169.95	8.00	2.50	0.00	P			2683641.15	1246677.00	19.00	m	3	0.00	11	4	0.00						2683641.15	1246677.00
2941.00000000000	494.63	149.80	8.00	3.00	0.00	P			2683685.76	1246676.87	16.00	m	4	0.00	9	4	0.00						2683685.76	1246676.87
25407.00000000000	467.95	160.94	8.00	3.50	0.00	P			2683656.92	1246674.84	16.00	m	3	0.00	9	4	0.00						2683656.92	1246674.84
10336.00000000000	502.03	167.18	8.00	4.00	0.00	P			2683684.56	1246695.72	17.00	m	4	1.00	1	4	0.00						2683684.56	1246695.72
8618.00000000000	501.54	174.38	8.00	4.50	0.00	P			2683680.89	1246701.94	25.00	m	5	0.00	18	4	0.00						2683680.89	1246701.94
22177.00000000000	472.93	167.06	8.00	2.00	0.00	P			2683658.62	1246682.55	18.00	m	4	0.00	9	4	0.00						2683658.62	1246682.55
26870.00000000000	491.81	178.33	8.00	4.00	0.00	P			2683670.42	1246701.10	14.00	m	4	0.00	4	4	0.00						2683670.42	1246701.09
3067.00000000000	495.25	155.85	8.00	13.50	14.00	P			2683683.60	1246682.55	30.00		4	1.00	1	3	0.00	23	657957	0	u		2683683.60	1246682.55
6930.00000000000	506.97	157.09	8.00	4.00	0.00	P			2683693.51	1246688.93	19.00	m	4	1.00	1	4	0.00						2683693.51	1246688.93
10251.00000000000	506.15	165.13	8.00	1.50	0.00	P			2683689.16	1246695.74	10.00	m	4	0.00	5	4	0.00						2683689.16	1246695.74
11377.00000000000	500.63	167.91	8.00	3.00	0.00	P			2683682.98	1246695.74	11.00	m	1	0.00	16	4	0.00						2683682.98	1246695.74
752.00000000000	490.40	146.04	8.00	4.00	0.00	P			2683683.67	1246671.61	17.00	m	4	0.00	5	4	0.00						2683683.67	1246671.61
